"Units","scenario","region","ghg","year","value"
"Tg","T_01_BAU","Global","CH4",2030,193.141203678762
"Tg","T_01_BAU","Global","CH4",2035,195.258839117804
"Tg","T_01_BAU","Global","CH4",2040,195.03452974661
"Tg","T_01_BAU","Global","CH4",2045,197.996814368062
"Tg","T_01_BAU","Global","CH4",2050,200.830731149826
"Tg","T_01_BAU","Global","CH4",2055,202.020202060759
"Tg","T_01_BAU","Global","CH4",2060,202.116511287188
"Tg","T_01_BAU","Global","CH4",2065,199.259177743606
"Tg","T_01_BAU","Global","CH4",2070,194.964560917858
"Tg","T_01_BAU","Global","CH4",2075,188.48016272054
"Tg","T_01_BAU","Global","CH4",2080,181.573792265386
"Tg","T_01_BAU","Global","CH4",2085,174.868592237116
"Tg","T_01_BAU","Global","CH4",2090,168.720790065353
"Tg","T_01_BAU","Global","CH4",2095,163.372061738087
"Tg","T_01_BAU","Global","CH4",2100,158.512989761731
"Tg","T_01_BAU","Global","CH4_AGR",1990,119.829984420546
"Tg","T_01_BAU","Global","CH4_AGR",2005,130.391523952621
"Tg","T_01_BAU","Global","CH4_AGR",2010,132.579883672515
"Tg","T_01_BAU","Global","CH4_AGR",2015,134.435540304393
"Tg","T_01_BAU","Global","CH4_AGR",2020,137.782568996204
"Tg","T_01_BAU","Global","CH4_AGR",2025,153.412477056478
"Tg","T_01_BAU","Global","CH4_AGR",2030,165.311812066687
"Tg","T_01_BAU","Global","CH4_AGR",2035,176.61904668477
"Tg","T_01_BAU","Global","CH4_AGR",2040,187.175104400889
"Tg","T_01_BAU","Global","CH4_AGR",2045,198.926766515187
"Tg","T_01_BAU","Global","CH4_AGR",2050,210.098603430757
"Tg","T_01_BAU","Global","CH4_AGR",2055,220.69591515068
"Tg","T_01_BAU","Global","CH4_AGR",2060,230.77997867557
"Tg","T_01_BAU","Global","CH4_AGR",2065,240.116640538232
"Tg","T_01_BAU","Global","CH4_AGR",2070,248.570809544175
"Tg","T_01_BAU","Global","CH4_AGR",2075,256.017073727045
"Tg","T_01_BAU","Global","CH4_AGR",2080,262.592633054969
"Tg","T_01_BAU","Global","CH4_AGR",2085,268.147440983715
"Tg","T_01_BAU","Global","CH4_AGR",2090,272.690838632487
"Tg","T_01_BAU","Global","CH4_AGR",2095,276.288906220332
"Tg","T_01_BAU","Global","CH4_AGR",2100,278.910712185909
"Tg","T_01_BAU","Global","CH4_AWB",1990,0.946430051534659
"Tg","T_01_BAU","Global","CH4_AWB",2005,4.3231617448371
"Tg","T_01_BAU","Global","CH4_AWB",2010,5.0401259774758
"Tg","T_01_BAU","Global","CH4_AWB",2015,5.71501020474712
"Tg","T_01_BAU","Global","CH4_AWB",2020,6.26400313691365
"Tg","T_01_BAU","Global","CH4_AWB",2025,6.72197138279108
"Tg","T_01_BAU","Global","CH4_AWB",2030,6.851774729
"Tg","T_01_BAU","Global","CH4_AWB",2035,6.96113227669244
"Tg","T_01_BAU","Global","CH4_AWB",2040,7.00570582093973
"Tg","T_01_BAU","Global","CH4_AWB",2045,6.96691779598243
"Tg","T_01_BAU","Global","CH4_AWB",2050,6.83648307186931
"Tg","T_01_BAU","Global","CH4_AWB",2055,6.60883048644789
"Tg","T_01_BAU","Global","CH4_AWB",2060,6.29183226875302
"Tg","T_01_BAU","Global","CH4_AWB",2065,5.91609222360385
"Tg","T_01_BAU","Global","CH4_AWB",2070,5.60398527705205
"Tg","T_01_BAU","Global","CH4_AWB",2075,5.61879546624066
"Tg","T_01_BAU","Global","CH4_AWB",2080,5.67890062756014
"Tg","T_01_BAU","Global","CH4_AWB",2085,5.80897740124041
"Tg","T_01_BAU","Global","CH4_AWB",2090,5.91457072023335
"Tg","T_01_BAU","Global","CH4_AWB",2095,5.99718121989048
"Tg","T_01_BAU","Global","CH4_AWB",2100,6.05854127357787
"Tg","T_01_BAU","Global","CO",1990,847.58526733038
"Tg","T_01_BAU","Global","CO",2005,809.615300101062
"Tg","T_01_BAU","Global","CO",2010,830.007127275016
"Tg","T_01_BAU","Global","CO",2015,825.737651680212
"Tg","T_01_BAU","Global","CO",2020,733.722385707015
"Tg","T_01_BAU","Global","CO",2025,672.226922478284
"Tg","T_01_BAU","Global","CO",2030,621.717278150035
"Tg","T_01_BAU","Global","CO",2035,586.3504069
"Tg","T_01_BAU","Global","CO",2040,559.5756261
"Tg","T_01_BAU","Global","CO",2045,542.18866822512
"Tg","T_01_BAU","Global","CO",2050,526.193438360779
"Tg","T_01_BAU","Global","CO",2055,517.488458487402
"Tg","T_01_BAU","Global","CO",2060,506.42524972756
"Tg","T_01_BAU","Global","CO",2065,499.563162999251
"Tg","T_01_BAU","Global","CO",2070,494.974181168667
"Tg","T_01_BAU","Global","CO",2075,492.552745303875
"Tg","T_01_BAU","Global","CO",2080,491.837328602612
"Tg","T_01_BAU","Global","CO",2085,491.66798338338
"Tg","T_01_BAU","Global","CO",2090,492.967750562705
"Tg","T_01_BAU","Global","CO",2095,495.4779376
"Tg","T_01_BAU","Global","CO",2100,499.019909055562
"MTC","T_01_BAU","Global","CO2",1990,6044.64493679385
"MTC","T_01_BAU","Global","CO2",2005,8040.35059584304
"MTC","T_01_BAU","Global","CO2",2010,9150.48771854685
"MTC","T_01_BAU","Global","CO2",2015,9717.039358
"MTC","T_01_BAU","Global","CO2",2020,9346.39928718751
"MTC","T_01_BAU","Global","CO2",2025,10852.6601743064
"MTC","T_01_BAU","Global","CO2",2030,11304.3148157631
"MTC","T_01_BAU","Global","CO2",2035,11603.2083401042
"MTC","T_01_BAU","Global","CO2",2040,11837.3603250663
"MTC","T_01_BAU","Global","CO2",2045,12124.7742019717
"MTC","T_01_BAU","Global","CO2",2050,12449.9720763082
"MTC","T_01_BAU","Global","CO2",2055,12802.1346353861
"MTC","T_01_BAU","Global","CO2",2060,13221.0807276649
"MTC","T_01_BAU","Global","CO2",2065,13621.0852892447
"MTC","T_01_BAU","Global","CO2",2070,14097.6966237794
"MTC","T_01_BAU","Global","CO2",2075,14491.7730083922
"MTC","T_01_BAU","Global","CO2",2080,14755.0522095335
"MTC","T_01_BAU","Global","CO2",2085,14904.7884705213
"MTC","T_01_BAU","Global","CO2",2090,15014.7510952694
"MTC","T_01_BAU","Global","CO2",2095,15127.7750911717
"MTC","T_01_BAU","Global","CO2",2100,15271.6500176036
"Tg","T_01_BAU","Global","CO_AWB",1990,28.3691629389542
"Tg","T_01_BAU","Global","CO_AWB",2005,28.7428951916387
"Tg","T_01_BAU","Global","CO_AWB",2010,33.5207750601674
"Tg","T_01_BAU","Global","CO_AWB",2015,38.2008949399499
"Tg","T_01_BAU","Global","CO_AWB",2020,38.5240171684756
"Tg","T_01_BAU","Global","CO_AWB",2025,36.3338942899178
"Tg","T_01_BAU","Global","CO_AWB",2030,34.3506912609624
"Tg","T_01_BAU","Global","CO_AWB",2035,33.3390368217015
"Tg","T_01_BAU","Global","CO_AWB",2040,32.9471328448087
