"","model","scenario","ensemble","year","variable","value","ecs","id"
"13243","CMCC-CM2-SR5","ssp585","r1i1p1f1",1921,"global_tas",0.370841263581269,"3.52","very likely"
"13244","CMCC-CM2-SR5","ssp585","r1i1p1f1",1921,"sst",0.249575127450982,"3.52","very likely"
"13245","CMCC-CM2-SR5","ssp585","r1i1p1f1",1921,"land_tas",0.448006470588211,"3.52","very likely"
"13246","CMCC-CM2-SR5","ssp585","r1i1p1f1",1922,"global_tas",0.364202343001352,"3.52","very likely"
"13247","CMCC-CM2-SR5","ssp585","r1i1p1f1",1922,"sst",0.177700294117649,"3.52","very likely"
"13248","CMCC-CM2-SR5","ssp585","r1i1p1f1",1922,"land_tas",0.59992647058823,"3.52","very likely"
"13249","CMCC-CM2-SR5","ssp585","r1i1p1f1",1923,"global_tas",0.134303635956599,"3.52","very likely"
"13250","CMCC-CM2-SR5","ssp585","r1i1p1f1",1923,"sst",0.0574167107843134,"3.52","very likely"
"13251","CMCC-CM2-SR5","ssp585","r1i1p1f1",1923,"land_tas",0.153786470588216,"3.52","very likely"
"13252","CMCC-CM2-SR5","ssp585","r1i1p1f1",1924,"global_tas",0.00689650796994101,"3.52","very likely"
"13253","CMCC-CM2-SR5","ssp585","r1i1p1f1",1924,"sst",0.000813127450979029,"3.52","very likely"
"13254","CMCC-CM2-SR5","ssp585","r1i1p1f1",1924,"land_tas",0.105846470588233,"3.52","very likely"
"13255","CMCC-CM2-SR5","ssp585","r1i1p1f1",1925,"global_tas",0.0709884851161178,"3.52","very likely"
"13256","CMCC-CM2-SR5","ssp585","r1i1p1f1",1925,"sst",0.0597883774509785,"3.52","very likely"
"13257","CMCC-CM2-SR5","ssp585","r1i1p1f1",1925,"land_tas",0.0854264705882315,"3.52","very likely"
"13258","CMCC-CM2-SR5","ssp585","r1i1p1f1",1926,"global_tas",0.107977761019356,"3.52","very likely"
"13259","CMCC-CM2-SR5","ssp585","r1i1p1f1",1926,"sst",0.118785877450979,"3.52","very likely"
"13260","CMCC-CM2-SR5","ssp585","r1i1p1f1",1926,"land_tas",0.118226470588183,"3.52","very likely"
"13261","CMCC-CM2-SR5","ssp585","r1i1p1f1",1927,"global_tas",0.215343500448171,"3.52","very likely"
"13262","CMCC-CM2-SR5","ssp585","r1i1p1f1",1927,"sst",0.131171877450982,"3.52","very likely"
"13263","CMCC-CM2-SR5","ssp585","r1i1p1f1",1927,"land_tas",0.392406470588185,"3.52","very likely"
"13264","CMCC-CM2-SR5","ssp585","r1i1p1f1",1928,"global_tas",0.274400625618057,"3.52","very likely"
"13265","CMCC-CM2-SR5","ssp585","r1i1p1f1",1928,"sst",0.191284710784313,"3.52","very likely"
"13266","CMCC-CM2-SR5","ssp585","r1i1p1f1",1928,"land_tas",0.415386470588203,"3.52","very likely"
"13267","CMCC-CM2-SR5","ssp585","r1i1p1f1",1929,"global_tas",0.302202945354452,"3.52","very likely"
"13268","CMCC-CM2-SR5","ssp585","r1i1p1f1",1929,"sst",0.195363544117648,"3.52","very likely"
"13269","CMCC-CM2-SR5","ssp585","r1i1p1f1",1929,"land_tas",0.421766470588238,"3.52","very likely"
"13270","CMCC-CM2-SR5","ssp585","r1i1p1f1",1930,"global_tas",0.23158720214991,"3.52","very likely"
"13271","CMCC-CM2-SR5","ssp585","r1i1p1f1",1930,"sst",0.0950107107843155,"3.52","very likely"
"13272","CMCC-CM2-SR5","ssp585","r1i1p1f1",1930,"land_tas",0.432866470588237,"3.52","very likely"
"13273","CMCC-CM2-SR5","ssp585","r1i1p1f1",1931,"global_tas",0.0835488558777797,"3.52","very likely"
"13274","CMCC-CM2-SR5","ssp585","r1i1p1f1",1931,"sst",0.00798437745098105,"3.52","very likely"
"13275","CMCC-CM2-SR5","ssp585","r1i1p1f1",1931,"land_tas",0.10248647058819,"3.52","very likely"
"13276","CMCC-CM2-SR5","ssp585","r1i1p1f1",1932,"global_tas",0.111696004240116,"3.52","very likely"
"13277","CMCC-CM2-SR5","ssp585","r1i1p1f1",1932,"sst",0.0764189607843132,"3.52","very likely"
"13278","CMCC-CM2-SR5","ssp585","r1i1p1f1",1932,"land_tas",0.1988664705882,"3.52","very likely"
"13279","CMCC-CM2-SR5","ssp585","r1i1p1f1",1933,"global_tas",0.0788418213419959,"3.52","very likely"
"13280","CMCC-CM2-SR5","ssp585","r1i1p1f1",1933,"sst",0.0738238774509806,"3.52","very likely"
"13281","CMCC-CM2-SR5","ssp585","r1i1p1f1",1933,"land_tas",0.197426470588198,"3.52","very likely"
"13282","CMCC-CM2-SR5","ssp585","r1i1p1f1",1934,"global_tas",0.115778393512528,"3.52","very likely"
"13283","CMCC-CM2-SR5","ssp585","r1i1p1f1",1934,"sst",0.114124044117649,"3.52","very likely"
"13284","CMCC-CM2-SR5","ssp585","r1i1p1f1",1934,"land_tas",0.192696470588203,"3.52","very likely"
"13285","CMCC-CM2-SR5","ssp585","r1i1p1f1",1935,"global_tas",0.210344386093311,"3.52","very likely"
"13286","CMCC-CM2-SR5","ssp585","r1i1p1f1",1935,"sst",0.15345912745098,"3.52","very likely"
"13287","CMCC-CM2-SR5","ssp585","r1i1p1f1",1935,"land_tas",0.309426470588221,"3.52","very likely"
"13288","CMCC-CM2-SR5","ssp585","r1i1p1f1",1936,"global_tas",0.262720137109795,"3.52","very likely"
"13289","CMCC-CM2-SR5","ssp585","r1i1p1f1",1936,"sst",0.160837377450982,"3.52","very likely"
"13290","CMCC-CM2-SR5","ssp585","r1i1p1f1",1936,"land_tas",0.406076470588232,"3.52","very likely"
"13291","CMCC-CM2-SR5","ssp585","r1i1p1f1",1937,"global_tas",0.208135600318428,"3.52","very likely"
"13292","CMCC-CM2-SR5","ssp585","r1i1p1f1",1937,"sst",0.078875377450981,"3.52","very likely"
"13293","CMCC-CM2-SR5","ssp585","r1i1p1f1",1937,"land_tas",0.421706470588219,"3.52","very likely"
"13294","CMCC-CM2-SR5","ssp585","r1i1p1f1",1938,"global_tas",0.0201294987632537,"3.52","very likely"
"13295","CMCC-CM2-SR5","ssp585","r1i1p1f1",1938,"sst",-0.015076455882354,"3.52","very likely"
"13296","CMCC-CM2-SR5","ssp585","r1i1p1f1",1938,"land_tas",0.124126470588237,"3.52","very likely"
"13297","CMCC-CM2-SR5","ssp585","r1i1p1f1",1939,"global_tas",0.0541689149461604,"3.52","very likely"
"13298","CMCC-CM2-SR5","ssp585","r1i1p1f1",1939,"sst",-0.046234705882355,"3.52","very likely"
"13299","CMCC-CM2-SR5","ssp585","r1i1p1f1",1939,"land_tas",0.164956470588209,"3.52","very likely"
"13300","CMCC-CM2-SR5","ssp585","r1i1p1f1",1940,"global_tas",-0.0172211109459113,"3.52","very likely"
"13301","CMCC-CM2-SR5","ssp585","r1i1p1f1",1940,"sst",-0.00775820588235296,"3.52","very likely"
"13302","CMCC-CM2-SR5","ssp585","r1i1p1f1",1940,"land_tas",-0.048543529411802,"3.52","very likely"
"13303","CMCC-CM2-SR5","ssp585","r1i1p1f1",1941,"global_tas",0.186115263783449,"3.52","very likely"
"13304","CMCC-CM2-SR5","ssp585","r1i1p1f1",1941,"sst",0.120488960784315,"3.52","very likely"
"13305","CMCC-CM2-SR5","ssp585","r1i1p1f1",1941,"land_tas",0.278086470588221,"3.52","very likely"
"13306","CMCC-CM2-SR5","ssp585","r1i1p1f1",1942,"global_tas",0.0816192463456673,"3.52","very likely"
"13307","CMCC-CM2-SR5","ssp585","r1i1p1f1",1942,"sst",-0.00905853921568597,"3.52","very likely"
"13308","CMCC-CM2-SR5","ssp585","r1i1p1f1",1942,"land_tas",0.195806470588195,"3.52","very likely"
"13309","CMCC-CM2-SR5","ssp585","r1i1p1f1",1943,"global_tas",-0.0583784348814333,"3.52","very likely"
"13310","CMCC-CM2-SR5","ssp585","r1i1p1f1",1943,"sst",-0.00892212254901997,"3.52","very likely"
"13311","CMCC-CM2-SR5","ssp585","r1i1p1f1",1943,"land_tas",-0.188173529411813,"3.52","very likely"
"13312","CMCC-CM2-SR5","ssp585","r1i1p1f1",1944,"global_tas",0.0922616836518273,"3.52","very likely"
"13313","CMCC-CM2-SR5","ssp585","r1i1p1f1",1944,"sst",0.0808432941176459,"3.52","very likely"
"13314","CMCC-CM2-SR5","ssp585","r1i1p1f1",1944,"land_tas",0.0313264705882261,"3.52","very likely"
"13315","CMCC-CM2-SR5","ssp585","r1i1p1f1",1945,"global_tas",0.238429595298498,"3.52","very likely"
"13316","CMCC-CM2-SR5","ssp585","r1i1p1f1",1945,"sst",0.0832165441176474,"3.52","very likely"
"13317","CMCC-CM2-SR5","ssp585","r1i1p1f1",1945,"land_tas",0.388496470588223,"3.52","very likely"
"13318","CMCC-CM2-SR5","ssp585","r1i1p1f1",1946,"global_tas",0.122882605330119,"3.52","very likely"
"13319","CMCC-CM2-SR5","ssp585","r1i1p1f1",1946,"sst",0.020485544117648,"3.52","very likely"
"13320","CMCC-CM2-SR5","ssp585","r1i1p1f1",1946,"land_tas",0.237346470588193,"3.52","very likely"
"13321","CMCC-CM2-SR5","ssp585","r1i1p1f1",1947,"global_tas",0.233970686504676,"3.52","very likely"
"13322","CMCC-CM2-SR5","ssp585","r1i1p1f1",1947,"sst",0.13664362745098,"3.52","very likely"
"13323","CMCC-CM2-SR5","ssp585","r1i1p1f1",1947,"land_tas",0.279186470588229,"3.52","very likely"
"13324","CMCC-CM2-SR5","ssp585","r1i1p1f1",1948,"global_tas",0.51103787762878,"3.52","very likely"
"13325","CMCC-CM2-SR5","ssp585","r1i1p1f1",1948,"sst",0.291610877450982,"3.52","very likely"
"13326","CMCC-CM2-SR5","ssp585","r1i1p1f1",1948,"land_tas",0.755346470588222,"3.52","very likely"
"13327","CMCC-CM2-SR5","ssp585","r1i1p1f1",1949,"global_tas",0.279261997859408,"3.52","very likely"
"13328","CMCC-CM2-SR5","ssp585","r1i1p1f1",1949,"sst",0.188903127450981,"3.52","very likely"
"13329","CMCC-CM2-SR5","ssp585","r1i1p1f1",1949,"land_tas",0.306326470588203,"3.52","very likely"
"13330","CMCC-CM2-SR5","ssp585","r1i1p1f1",1950,"global_tas",0.196916810803828,"3.52","very likely"
"13331","CMCC-CM2-SR5","ssp585","r1i1p1f1",1950,"sst",0.158035294117646,"3.52","very likely"
"13332","CMCC-CM2-SR5","ssp585","r1i1p1f1",1950,"land_tas",0.263556470588185,"3.52","very likely"
"13333","CMCC-CM2-SR5","ssp585","r1i1p1f1",1951,"global_tas",0.369003286192594,"3.52","very likely"
"13334","CMCC-CM2-SR5","ssp585","r1i1p1f1",1951,"sst",0.258979794117647,"3.52","very likely"
"13335","CMCC-CM2-SR5","ssp585","r1i1p1f1",1951,"land_tas",0.425426470588206,"3.52","very likely"
"13336","CMCC-CM2-SR5","ssp585","r1i1p1f1",1952,"global_tas",0.426349678733402,"3.52","very likely"
"13337","CMCC-CM2-SR5","ssp585","r1i1p1f1",1952,"sst",0.270001044117646,"3.52","very likely"
"13338","CMCC-CM2-SR5","ssp585","r1i1p1f1",1952,"land_tas",0.6752264705882,"3.52","very likely"
"13339","CMCC-CM2-SR5","ssp585","r1i1p1f1",1953,"global_tas",0.379053030183513,"3.52","very likely"
"13340","CMCC-CM2-SR5","ssp585","r1i1p1f1",1953,"sst",0.228493044117649,"3.52","very likely"
"13341","CMCC-CM2-SR5","ssp585","r1i1p1f1",1953,"land_tas",0.497026470588196,"3.52","very likely"
"13342","CMCC-CM2-SR5","ssp585","r1i1p1f1",1954,"global_tas",0.12585311317747,"3.52","very likely"
"13343","CMCC-CM2-SR5","ssp585","r1i1p1f1",1954,"sst",0.0894559607843138,"3.52","very likely"
"13344","CMCC-CM2-SR5","ssp585","r1i1p1f1",1954,"land_tas",0.0491464705881981,"3.52","very likely"
"13345","CMCC-CM2-SR5","ssp585","r1i1p1f1",1955,"global_tas",0.345606732700162,"3.52","very likely"
"13346","CMCC-CM2-SR5","ssp585","r1i1p1f1",1955,"sst",0.226613294117648,"3.52","very likely"
"13347","CMCC-CM2-SR5","ssp585","r1i1p1f1",1955,"land_tas",0.283796470588186,"3.52","very likely"
"13348","CMCC-CM2-SR5","ssp585","r1i1p1f1",1956,"global_tas",0.517466296830548,"3.52","very likely"
"13349","CMCC-CM2-SR5","ssp585","r1i1p1f1",1956,"sst",0.253780044117648,"3.52","very likely"
"13350","CMCC-CM2-SR5","ssp585","r1i1p1f1",1956,"land_tas",0.812786470588208,"3.52","very likely"
"13351","CMCC-CM2-SR5","ssp585","r1i1p1f1",1957,"global_tas",0.354442991107021,"3.52","very likely"
"13352","CMCC-CM2-SR5","ssp585","r1i1p1f1",1957,"sst",0.161105460784313,"3.52","very likely"
"13353","CMCC-CM2-SR5","ssp585","r1i1p1f1",1957,"land_tas",0.478006470588184,"3.52","very likely"
"13354","CMCC-CM2-SR5","ssp585","r1i1p1f1",1958,"global_tas",0.159174180546813,"3.52","very likely"
"13355","CMCC-CM2-SR5","ssp585","r1i1p1f1",1958,"sst",0.025392294117648,"3.52","very likely"
"13356","CMCC-CM2-SR5","ssp585","r1i1p1f1",1958,"land_tas",0.23160647058819,"3.52","very likely"
"13357","CMCC-CM2-SR5","ssp585","r1i1p1f1",1959,"global_tas",0.219771209053704,"3.52","very likely"
"13358","CMCC-CM2-SR5","ssp585","r1i1p1f1",1959,"sst",0.0690450441176476,"3.52","very likely"
"13359","CMCC-CM2-SR5","ssp585","r1i1p1f1",1959,"land_tas",0.367286470588226,"3.52","very likely"
"13360","CMCC-CM2-SR5","ssp585","r1i1p1f1",1960,"global_tas",0.113466169581045,"3.52","very likely"
"13361","CMCC-CM2-SR5","ssp585","r1i1p1f1",1960,"sst",0.0658606274509811,"3.52","very likely"
"13362","CMCC-CM2-SR5","ssp585","r1i1p1f1",1960,"land_tas",0.160256470588195,"3.52","very likely"
"13363","CMCC-CM2-SR5","ssp585","r1i1p1f1",1961,"global_tas",0.163313069148046,"3.52","very likely"
"13364","CMCC-CM2-SR5","ssp585","r1i1p1f1",1961,"sst",0.100593294117648,"3.52","very likely"
"13365","CMCC-CM2-SR5","ssp585","r1i1p1f1",1961,"land_tas",0.206556470588225,"3.52","very likely"
"13366","CMCC-CM2-SR5","ssp585","r1i1p1f1",1962,"global_tas",0.297575970989385,"3.52","very likely"
"13367","CMCC-CM2-SR5","ssp585","r1i1p1f1",1962,"sst",0.19308712745098,"3.52","very likely"
"13368","CMCC-CM2-SR5","ssp585","r1i1p1f1",1962,"land_tas",0.377206470588192,"3.52","very likely"
"13369","CMCC-CM2-SR5","ssp585","r1i1p1f1",1963,"global_tas",0.370773701470284,"3.52","very likely"
"13370","CMCC-CM2-SR5","ssp585","r1i1p1f1",1963,"sst",0.213685460784312,"3.52","very likely"
"13371","CMCC-CM2-SR5","ssp585","r1i1p1f1",1963,"land_tas",0.462526470588216,"3.52","very likely"
"13372","CMCC-CM2-SR5","ssp585","r1i1p1f1",1964,"global_tas",0.378538449253369,"3.52","very likely"
"13373","CMCC-CM2-SR5","ssp585","r1i1p1f1",1964,"sst",0.277076210784312,"3.52","very likely"
"13374","CMCC-CM2-SR5","ssp585","r1i1p1f1",1964,"land_tas",0.420906470588193,"3.52","very likely"
"13375","CMCC-CM2-SR5","ssp585","r1i1p1f1",1965,"global_tas",0.490910578609316,"3.52","very likely"
"13376","CMCC-CM2-SR5","ssp585","r1i1p1f1",1965,"sst",0.280800794117646,"3.52","very likely"
"13377","CMCC-CM2-SR5","ssp585","r1i1p1f1",1965,"land_tas",0.76697647058819,"3.52","very likely"
"13378","CMCC-CM2-SR5","ssp585","r1i1p1f1",1966,"global_tas",0.31089105797065,"3.52","very likely"
"13379","CMCC-CM2-SR5","ssp585","r1i1p1f1",1966,"sst",0.0681633774509794,"3.52","very likely"
"13380","CMCC-CM2-SR5","ssp585","r1i1p1f1",1966,"land_tas",0.531286470588213,"3.52","very likely"
"13381","CMCC-CM2-SR5","ssp585","r1i1p1f1",1967,"global_tas",0.0841944589999457,"3.52","very likely"
"13382","CMCC-CM2-SR5","ssp585","r1i1p1f1",1967,"sst",0.0463718774509803,"3.52","very likely"
"13383","CMCC-CM2-SR5","ssp585","r1i1p1f1",1967,"land_tas",-0.0237935294117619,"3.52","very likely"
"13384","CMCC-CM2-SR5","ssp585","r1i1p1f1",1968,"global_tas",0.317184663890146,"3.52","very likely"
"13385","CMCC-CM2-SR5","ssp585","r1i1p1f1",1968,"sst",0.171729710784313,"3.52","very likely"
"13386","CMCC-CM2-SR5","ssp585","r1i1p1f1",1968,"land_tas",0.370976470588232,"3.52","very likely"
"13387","CMCC-CM2-SR5","ssp585","r1i1p1f1",1969,"global_tas",0.394665148066736,"3.52","very likely"
"13388","CMCC-CM2-SR5","ssp585","r1i1p1f1",1969,"sst",0.224903044117646,"3.52","very likely"
"13389","CMCC-CM2-SR5","ssp585","r1i1p1f1",1969,"land_tas",0.486586470588236,"3.52","very likely"
"13390","CMCC-CM2-SR5","ssp585","r1i1p1f1",1970,"global_tas",0.482048880772652,"3.52","very likely"
"13391","CMCC-CM2-SR5","ssp585","r1i1p1f1",1970,"sst",0.324357294117647,"3.52","very likely"
"13392","CMCC-CM2-SR5","ssp585","r1i1p1f1",1970,"land_tas",0.590826470588183,"3.52","very likely"
"13393","CMCC-CM2-SR5","ssp585","r1i1p1f1",1971,"global_tas",0.622597314559584,"3.52","very likely"
"13394","CMCC-CM2-SR5","ssp585","r1i1p1f1",1971,"sst",0.442229877450981,"3.52","very likely"
"13395","CMCC-CM2-SR5","ssp585","r1i1p1f1",1971,"land_tas",0.889746470588193,"3.52","very likely"
"13396","CMCC-CM2-SR5","ssp585","r1i1p1f1",1972,"global_tas",0.46233475623086,"3.52","very likely"
"13397","CMCC-CM2-SR5","ssp585","r1i1p1f1",1972,"sst",0.295667377450979,"3.52","very likely"
"13398","CMCC-CM2-SR5","ssp585","r1i1p1f1",1972,"land_tas",0.575826470588197,"3.52","very likely"
"13399","CMCC-CM2-SR5","ssp585","r1i1p1f1",1973,"global_tas",0.315923229891155,"3.52","very likely"
"13400","CMCC-CM2-SR5","ssp585","r1i1p1f1",1973,"sst",0.191530044117649,"3.52","very likely"
"13401","CMCC-CM2-SR5","ssp585","r1i1p1f1",1973,"land_tas",0.360606470588209,"3.52","very likely"
"13402","CMCC-CM2-SR5","ssp585","r1i1p1f1",1974,"global_tas",0.196245031266017,"3.52","very likely"
"13403","CMCC-CM2-SR5","ssp585","r1i1p1f1",1974,"sst",0.135818544117648,"3.52","very likely"
"13404","CMCC-CM2-SR5","ssp585","r1i1p1f1",1974,"land_tas",0.124946470588213,"3.52","very likely"
"13405","CMCC-CM2-SR5","ssp585","r1i1p1f1",1975,"global_tas",0.229572427003234,"3.52","very likely"
"13406","CMCC-CM2-SR5","ssp585","r1i1p1f1",1975,"sst",0.159319544117647,"3.52","very likely"
"13407","CMCC-CM2-SR5","ssp585","r1i1p1f1",1975,"land_tas",0.120126470588218,"3.52","very likely"
"13408","CMCC-CM2-SR5","ssp585","r1i1p1f1",1976,"global_tas",0.412147841869512,"3.52","very likely"
"13409","CMCC-CM2-SR5","ssp585","r1i1p1f1",1976,"sst",0.284602877450979,"3.52","very likely"
"13410","CMCC-CM2-SR5","ssp585","r1i1p1f1",1976,"land_tas",0.401686470588231,"3.52","very likely"
"13411","CMCC-CM2-SR5","ssp585","r1i1p1f1",1977,"global_tas",0.54871347651715,"3.52","very likely"
"13412","CMCC-CM2-SR5","ssp585","r1i1p1f1",1977,"sst",0.275964960784315,"3.52","very likely"
"13413","CMCC-CM2-SR5","ssp585","r1i1p1f1",1977,"land_tas",0.6951064705882,"3.52","very likely"
"13414","CMCC-CM2-SR5","ssp585","r1i1p1f1",1978,"global_tas",0.528710650745097,"3.52","very likely"
"13415","CMCC-CM2-SR5","ssp585","r1i1p1f1",1978,"sst",0.346986460784312,"3.52","very likely"
"13416","CMCC-CM2-SR5","ssp585","r1i1p1f1",1978,"land_tas",0.608496470588193,"3.52","very likely"
"13417","CMCC-CM2-SR5","ssp585","r1i1p1f1",1979,"global_tas",0.676910123915093,"3.52","very likely"
"13418","CMCC-CM2-SR5","ssp585","r1i1p1f1",1979,"sst",0.502488460784314,"3.52","very likely"
"13419","CMCC-CM2-SR5","ssp585","r1i1p1f1",1979,"land_tas",0.695926470588233,"3.52","very likely"
"13420","CMCC-CM2-SR5","ssp585","r1i1p1f1",1980,"global_tas",0.726342392673246,"3.52","very likely"
"13421","CMCC-CM2-SR5","ssp585","r1i1p1f1",1980,"sst",0.475734460784313,"3.52","very likely"
"13422","CMCC-CM2-SR5","ssp585","r1i1p1f1",1980,"land_tas",0.985086470588215,"3.52","very likely"
"13423","CMCC-CM2-SR5","ssp585","r1i1p1f1",1981,"global_tas",0.742286944654836,"3.52","very likely"
"13424","CMCC-CM2-SR5","ssp585","r1i1p1f1",1981,"sst",0.507281544117646,"3.52","very likely"
"13425","CMCC-CM2-SR5","ssp585","r1i1p1f1",1981,"land_tas",0.929786470588226,"3.52","very likely"
"13426","CMCC-CM2-SR5","ssp585","r1i1p1f1",1982,"global_tas",0.658993558809243,"3.52","very likely"
"13427","CMCC-CM2-SR5","ssp585","r1i1p1f1",1982,"sst",0.479740210784314,"3.52","very likely"
"13428","CMCC-CM2-SR5","ssp585","r1i1p1f1",1982,"land_tas",0.811226470588224,"3.52","very likely"
"13429","CMCC-CM2-SR5","ssp585","r1i1p1f1",1983,"global_tas",0.686990942629052,"3.52","very likely"
"13430","CMCC-CM2-SR5","ssp585","r1i1p1f1",1983,"sst",0.534888544117646,"3.52","very likely"
"13431","CMCC-CM2-SR5","ssp585","r1i1p1f1",1983,"land_tas",0.858286470588212,"3.52","very likely"
"13432","CMCC-CM2-SR5","ssp585","r1i1p1f1",1984,"global_tas",0.659851259163474,"3.52","very likely"
"13433","CMCC-CM2-SR5","ssp585","r1i1p1f1",1984,"sst",0.471316960784314,"3.52","very likely"
"13434","CMCC-CM2-SR5","ssp585","r1i1p1f1",1984,"land_tas",0.82279647058823,"3.52","very likely"
"13435","CMCC-CM2-SR5","ssp585","r1i1p1f1",1985,"global_tas",0.588989566345333,"3.52","very likely"
"13436","CMCC-CM2-SR5","ssp585","r1i1p1f1",1985,"sst",0.377320627450981,"3.52","very likely"
"13437","CMCC-CM2-SR5","ssp585","r1i1p1f1",1985,"land_tas",0.706976470588188,"3.52","very likely"
"13438","CMCC-CM2-SR5","ssp585","r1i1p1f1",1986,"global_tas",0.544055084406352,"3.52","very likely"
"13439","CMCC-CM2-SR5","ssp585","r1i1p1f1",1986,"sst",0.331516044117646,"3.52","very likely"
"13440","CMCC-CM2-SR5","ssp585","r1i1p1f1",1986,"land_tas",0.593886470588188,"3.52","very likely"
"13441","CMCC-CM2-SR5","ssp585","r1i1p1f1",1987,"global_tas",0.754959407299452,"3.52","very likely"
"13442","CMCC-CM2-SR5","ssp585","r1i1p1f1",1987,"sst",0.475481210784313,"3.52","very likely"
"13443","CMCC-CM2-SR5","ssp585","r1i1p1f1",1987,"land_tas",0.896676470588204,"3.52","very likely"
"13444","CMCC-CM2-SR5","ssp585","r1i1p1f1",1988,"global_tas",0.798817833751514,"3.52","very likely"
"13445","CMCC-CM2-SR5","ssp585","r1i1p1f1",1988,"sst",0.474765877450981,"3.52","very likely"
"13446","CMCC-CM2-SR5","ssp585","r1i1p1f1",1988,"land_tas",1.1244564705882,"3.52","very likely"
"13447","CMCC-CM2-SR5","ssp585","r1i1p1f1",1989,"global_tas",0.776812494362616,"3.52","very likely"
"13448","CMCC-CM2-SR5","ssp585","r1i1p1f1",1989,"sst",0.48295887745098,"3.52","very likely"
"13449","CMCC-CM2-SR5","ssp585","r1i1p1f1",1989,"land_tas",0.916526470588224,"3.52","very likely"
"13450","CMCC-CM2-SR5","ssp585","r1i1p1f1",1990,"global_tas",0.780146064449809,"3.52","very likely"
"13451","CMCC-CM2-SR5","ssp585","r1i1p1f1",1990,"sst",0.556706794117649,"3.52","very likely"
"13452","CMCC-CM2-SR5","ssp585","r1i1p1f1",1990,"land_tas",0.961006470588188,"3.52","very likely"
"13453","CMCC-CM2-SR5","ssp585","r1i1p1f1",1991,"global_tas",0.978541641090203,"3.52","very likely"
"13454","CMCC-CM2-SR5","ssp585","r1i1p1f1",1991,"sst",0.59264187745098,"3.52","very likely"
"13455","CMCC-CM2-SR5","ssp585","r1i1p1f1",1991,"land_tas",1.29187647058819,"3.52","very likely"
"13456","CMCC-CM2-SR5","ssp585","r1i1p1f1",1992,"global_tas",0.519254217630532,"3.52","very likely"
"13457","CMCC-CM2-SR5","ssp585","r1i1p1f1",1992,"sst",0.326173794117647,"3.52","very likely"
"13458","CMCC-CM2-SR5","ssp585","r1i1p1f1",1992,"land_tas",0.573706470588206,"3.52","very likely"
"13459","CMCC-CM2-SR5","ssp585","r1i1p1f1",1993,"global_tas",0.414961361168025,"3.52","very likely"
"13460","CMCC-CM2-SR5","ssp585","r1i1p1f1",1993,"sst",0.258213127450979,"3.52","very likely"
"13461","CMCC-CM2-SR5","ssp585","r1i1p1f1",1993,"land_tas",0.406826470588214,"3.52","very likely"
"13462","CMCC-CM2-SR5","ssp585","r1i1p1f1",1994,"global_tas",0.418058249703563,"3.52","very likely"
"13463","CMCC-CM2-SR5","ssp585","r1i1p1f1",1994,"sst",0.218721877450982,"3.52","very likely"
"13464","CMCC-CM2-SR5","ssp585","r1i1p1f1",1994,"land_tas",0.359926470588221,"3.52","very likely"
"13465","CMCC-CM2-SR5","ssp585","r1i1p1f1",1995,"global_tas",0.539818597455223,"3.52","very likely"
"13466","CMCC-CM2-SR5","ssp585","r1i1p1f1",1995,"sst",0.298087460784313,"3.52","very likely"
"13467","CMCC-CM2-SR5","ssp585","r1i1p1f1",1995,"land_tas",0.605386470588201,"3.52","very likely"
"13468","CMCC-CM2-SR5","ssp585","r1i1p1f1",1996,"global_tas",0.564597758905848,"3.52","very likely"
"13469","CMCC-CM2-SR5","ssp585","r1i1p1f1",1996,"sst",0.392340710784314,"3.52","very likely"
"13470","CMCC-CM2-SR5","ssp585","r1i1p1f1",1996,"land_tas",0.568126470588197,"3.52","very likely"
"13471","CMCC-CM2-SR5","ssp585","r1i1p1f1",1997,"global_tas",0.749076581361464,"3.52","very likely"
"13472","CMCC-CM2-SR5","ssp585","r1i1p1f1",1997,"sst",0.496154044117646,"3.52","very likely"
"13473","CMCC-CM2-SR5","ssp585","r1i1p1f1",1997,"land_tas",0.78622647058819,"3.52","very likely"
"13474","CMCC-CM2-SR5","ssp585","r1i1p1f1",1998,"global_tas",0.731769383158735,"3.52","very likely"
"13475","CMCC-CM2-SR5","ssp585","r1i1p1f1",1998,"sst",0.461658294117648,"3.52","very likely"
"13476","CMCC-CM2-SR5","ssp585","r1i1p1f1",1998,"land_tas",0.820806470588195,"3.52","very likely"
"13477","CMCC-CM2-SR5","ssp585","r1i1p1f1",1999,"global_tas",0.797236262144565,"3.52","very likely"
"13478","CMCC-CM2-SR5","ssp585","r1i1p1f1",1999,"sst",0.530718294117648,"3.52","very likely"
"13479","CMCC-CM2-SR5","ssp585","r1i1p1f1",1999,"land_tas",0.855386470588201,"3.52","very likely"
"13480","CMCC-CM2-SR5","ssp585","r1i1p1f1",2000,"global_tas",0.793402351859186,"3.52","very likely"
"13481","CMCC-CM2-SR5","ssp585","r1i1p1f1",2000,"sst",0.53380062745098,"3.52","very likely"
"13482","CMCC-CM2-SR5","ssp585","r1i1p1f1",2000,"land_tas",0.821226470588215,"3.52","very likely"
"13483","CMCC-CM2-SR5","ssp585","r1i1p1f1",2001,"global_tas",1.03682897520406,"3.52","very likely"
"13484","CMCC-CM2-SR5","ssp585","r1i1p1f1",2001,"sst",0.697226627450981,"3.52","very likely"
