"","model","scenario","ensemble","year","variable","value","ecs","id"
"9378","CESM2","ssp245","r10i1p1f1",2052,"land_tas",2.71660352941171,"5.2","not very likely"
"9379","CESM2","ssp245","r10i1p1f1",2053,"global_tas",2.48281261248962,"5.2","not very likely"
"9380","CESM2","ssp245","r10i1p1f1",2053,"sst",1.22223274835294,"5.2","not very likely"
"9381","CESM2","ssp245","r10i1p1f1",2053,"land_tas",3.16435352941176,"5.2","not very likely"
"9382","CESM2","ssp245","r10i1p1f1",2054,"global_tas",2.43880375327558,"5.2","not very likely"
"9383","CESM2","ssp245","r10i1p1f1",2054,"sst",1.21425774835294,"5.2","not very likely"
"9384","CESM2","ssp245","r10i1p1f1",2054,"land_tas",2.95475352941173,"5.2","not very likely"
"9385","CESM2","ssp245","r10i1p1f1",2055,"global_tas",2.55698621162418,"5.2","not very likely"
"9386","CESM2","ssp245","r10i1p1f1",2055,"sst",1.24745674835294,"5.2","not very likely"
"9387","CESM2","ssp245","r10i1p1f1",2055,"land_tas",3.20080352941176,"5.2","not very likely"
"9388","CESM2","ssp245","r10i1p1f1",2056,"global_tas",2.73501723029608,"5.2","not very likely"
"9389","CESM2","ssp245","r10i1p1f1",2056,"sst",1.35786974835294,"5.2","not very likely"
"9390","CESM2","ssp245","r10i1p1f1",2056,"land_tas",3.30455352941175,"5.2","not very likely"
"9391","CESM2","ssp245","r10i1p1f1",2057,"global_tas",2.52796659250816,"5.2","not very likely"
"9392","CESM2","ssp245","r10i1p1f1",2057,"sst",1.27436974835294,"5.2","not very likely"
"9393","CESM2","ssp245","r10i1p1f1",2057,"land_tas",3.07228352941172,"5.2","not very likely"
"9394","CESM2","ssp245","r10i1p1f1",2058,"global_tas",2.35546220754628,"5.2","not very likely"
"9395","CESM2","ssp245","r10i1p1f1",2058,"sst",1.16230774835294,"5.2","not very likely"
"9396","CESM2","ssp245","r10i1p1f1",2058,"land_tas",2.83772352941173,"5.2","not very likely"
"9397","CESM2","ssp245","r10i1p1f1",2059,"global_tas",2.4885837258085,"5.2","not very likely"
"9398","CESM2","ssp245","r10i1p1f1",2059,"sst",1.23136774835294,"5.2","not very likely"
"9399","CESM2","ssp245","r10i1p1f1",2059,"land_tas",3.13510352941177,"5.2","not very likely"
"9400","CESM2","ssp245","r10i1p1f1",2060,"global_tas",2.53773782135869,"5.2","not very likely"
"9401","CESM2","ssp245","r10i1p1f1",2060,"sst",1.23759974835294,"5.2","not very likely"
"9402","CESM2","ssp245","r10i1p1f1",2060,"land_tas",3.18760352941172,"5.2","not very likely"
"9403","CESM2","ssp245","r10i1p1f1",2061,"global_tas",2.46607234571172,"5.2","not very likely"
"9404","CESM2","ssp245","r10i1p1f1",2061,"sst",1.25729074835294,"5.2","not very likely"
"9405","CESM2","ssp245","r10i1p1f1",2061,"land_tas",3.03758352941173,"5.2","not very likely"
"9406","CESM2","ssp245","r10i1p1f1",2062,"global_tas",2.5209564279163,"5.2","not very likely"
"9407","CESM2","ssp245","r10i1p1f1",2062,"sst",1.24645474835294,"5.2","not very likely"
"9408","CESM2","ssp245","r10i1p1f1",2062,"land_tas",2.98686352941172,"5.2","not very likely"
"9409","CESM2","ssp245","r10i1p1f1",2063,"global_tas",2.49664327127891,"5.2","not very likely"
"9410","CESM2","ssp245","r10i1p1f1",2063,"sst",1.27173074835294,"5.2","not very likely"
"9411","CESM2","ssp245","r10i1p1f1",2063,"land_tas",2.89604352941171,"5.2","not very likely"
"9412","CESM2","ssp245","r10i1p1f1",2064,"global_tas",2.81622672687797,"5.2","not very likely"
"9413","CESM2","ssp245","r10i1p1f1",2064,"sst",1.37847574835294,"5.2","not very likely"
"9414","CESM2","ssp245","r10i1p1f1",2064,"land_tas",3.46300352941176,"5.2","not very likely"
"9415","CESM2","ssp245","r10i1p1f1",2065,"global_tas",2.72786968706191,"5.2","not very likely"
"9416","CESM2","ssp245","r10i1p1f1",2065,"sst",1.33596374835294,"5.2","not very likely"
"9417","CESM2","ssp245","r10i1p1f1",2065,"land_tas",3.35002352941171,"5.2","not very likely"
"9418","CESM2","ssp245","r10i1p1f1",2066,"global_tas",2.56261543901138,"5.2","not very likely"
"9419","CESM2","ssp245","r10i1p1f1",2066,"sst",1.29376874835294,"5.2","not very likely"
"9420","CESM2","ssp245","r10i1p1f1",2066,"land_tas",3.02024352941174,"5.2","not very likely"
"9421","CESM2","ssp245","r10i1p1f1",2067,"global_tas",2.71278186489582,"5.2","not very likely"
"9422","CESM2","ssp245","r10i1p1f1",2067,"sst",1.35239574835294,"5.2","not very likely"
"9423","CESM2","ssp245","r10i1p1f1",2067,"land_tas",3.41105352941173,"5.2","not very likely"
"9424","CESM2","ssp245","r10i1p1f1",2068,"global_tas",2.80770643708905,"5.2","not very likely"
"9425","CESM2","ssp245","r10i1p1f1",2068,"sst",1.39309774835294,"5.2","not very likely"
"9426","CESM2","ssp245","r10i1p1f1",2068,"land_tas",3.48510352941173,"5.2","not very likely"
"9427","CESM2","ssp245","r10i1p1f1",2069,"global_tas",2.77970652062754,"5.2","not very likely"
"9428","CESM2","ssp245","r10i1p1f1",2069,"sst",1.37530074835294,"5.2","not very likely"
"9429","CESM2","ssp245","r10i1p1f1",2069,"land_tas",3.33390352941171,"5.2","not very likely"
"9430","CESM2","ssp245","r10i1p1f1",2070,"global_tas",2.79272028077651,"5.2","not very likely"
"9431","CESM2","ssp245","r10i1p1f1",2070,"sst",1.41559274835294,"5.2","not very likely"
"9432","CESM2","ssp245","r10i1p1f1",2070,"land_tas",3.42103352941172,"5.2","not very likely"
"9433","CESM2","ssp245","r10i1p1f1",2071,"global_tas",2.56711201493158,"5.2","not very likely"
"9434","CESM2","ssp245","r10i1p1f1",2071,"sst",1.27994874835294,"5.2","not very likely"
"9435","CESM2","ssp245","r10i1p1f1",2071,"land_tas",3.07676352941172,"5.2","not very likely"
"9436","CESM2","ssp245","r10i1p1f1",2072,"global_tas",2.63030427728137,"5.2","not very likely"
"9437","CESM2","ssp245","r10i1p1f1",2072,"sst",1.34811974835294,"5.2","not very likely"
"9438","CESM2","ssp245","r10i1p1f1",2072,"land_tas",3.05027352941175,"5.2","not very likely"
"9439","CESM2","ssp245","r10i1p1f1",2073,"global_tas",2.99061381463002,"5.2","not very likely"
"9440","CESM2","ssp245","r10i1p1f1",2073,"sst",1.50391074835294,"5.2","not very likely"
"9441","CESM2","ssp245","r10i1p1f1",2073,"land_tas",3.63517352941176,"5.2","not very likely"
"9442","CESM2","ssp245","r10i1p1f1",2074,"global_tas",3.0169325439125,"5.2","not very likely"
"9443","CESM2","ssp245","r10i1p1f1",2074,"sst",1.53918974835294,"5.2","not very likely"
"9444","CESM2","ssp245","r10i1p1f1",2074,"land_tas",3.59153352941172,"5.2","not very likely"
"9445","CESM2","ssp245","r10i1p1f1",2075,"global_tas",3.11175633792777,"5.2","not very likely"
"9446","CESM2","ssp245","r10i1p1f1",2075,"sst",1.54779274835294,"5.2","not very likely"
"9447","CESM2","ssp245","r10i1p1f1",2075,"land_tas",3.91172352941174,"5.2","not very likely"
"9448","CESM2","ssp245","r10i1p1f1",2076,"global_tas",2.84529371026326,"5.2","not very likely"
"9449","CESM2","ssp245","r10i1p1f1",2076,"sst",1.43680474835294,"5.2","not very likely"
"9450","CESM2","ssp245","r10i1p1f1",2076,"land_tas",3.44187352941174,"5.2","not very likely"
"9451","CESM2","ssp245","r10i1p1f1",2077,"global_tas",2.99870040683965,"5.2","not very likely"
"9452","CESM2","ssp245","r10i1p1f1",2077,"sst",1.52226474835294,"5.2","not very likely"
"9453","CESM2","ssp245","r10i1p1f1",2077,"land_tas",3.55937352941174,"5.2","not very likely"
"9454","CESM2","ssp245","r10i1p1f1",2078,"global_tas",3.05666979430282,"5.2","not very likely"
"9455","CESM2","ssp245","r10i1p1f1",2078,"sst",1.53049574835294,"5.2","not very likely"
"9456","CESM2","ssp245","r10i1p1f1",2078,"land_tas",3.74696352941174,"5.2","not very likely"
"9457","CESM2","ssp245","r10i1p1f1",2079,"global_tas",2.94157468615327,"5.2","not very likely"
"9458","CESM2","ssp245","r10i1p1f1",2079,"sst",1.45517874835294,"5.2","not very likely"
"9459","CESM2","ssp245","r10i1p1f1",2079,"land_tas",3.50843352941172,"5.2","not very likely"
"9460","CESM2","ssp245","r10i1p1f1",2080,"global_tas",3.08533076946514,"5.2","not very likely"
"9461","CESM2","ssp245","r10i1p1f1",2080,"sst",1.57754774835294,"5.2","not very likely"
"9462","CESM2","ssp245","r10i1p1f1",2080,"land_tas",3.66243352941171,"5.2","not very likely"
"9463","CESM2","ssp245","r10i1p1f1",2081,"global_tas",3.15042835170158,"5.2","not very likely"
"9464","CESM2","ssp245","r10i1p1f1",2081,"sst",1.59550974835294,"5.2","not very likely"
"9465","CESM2","ssp245","r10i1p1f1",2081,"land_tas",3.87223352941174,"5.2","not very likely"
"9466","CESM2","ssp245","r10i1p1f1",2082,"global_tas",3.04692049851542,"5.2","not very likely"
"9467","CESM2","ssp245","r10i1p1f1",2082,"sst",1.55819874835294,"5.2","not very likely"
"9468","CESM2","ssp245","r10i1p1f1",2082,"land_tas",3.64060352941175,"5.2","not very likely"
"9469","CESM2","ssp245","r10i1p1f1",2083,"global_tas",3.01870508046875,"5.2","not very likely"
"9470","CESM2","ssp245","r10i1p1f1",2083,"sst",1.52237974835294,"5.2","not very likely"
"9471","CESM2","ssp245","r10i1p1f1",2083,"land_tas",3.68608352941175,"5.2","not very likely"
"9472","CESM2","ssp245","r10i1p1f1",2084,"global_tas",2.96356003809058,"5.2","not very likely"
"9473","CESM2","ssp245","r10i1p1f1",2084,"sst",1.53868974835294,"5.2","not very likely"
"9474","CESM2","ssp245","r10i1p1f1",2084,"land_tas",3.47080352941174,"5.2","not very likely"
"9475","CESM2","ssp245","r10i1p1f1",2085,"global_tas",3.12826557470981,"5.2","not very likely"
"9476","CESM2","ssp245","r10i1p1f1",2085,"sst",1.59013574835294,"5.2","not very likely"
"9477","CESM2","ssp245","r10i1p1f1",2085,"land_tas",3.76130352941175,"5.2","not very likely"
"9478","CESM2","ssp245","r10i1p1f1",2086,"global_tas",3.14565826352219,"5.2","not very likely"
"9479","CESM2","ssp245","r10i1p1f1",2086,"sst",1.62506574835294,"5.2","not very likely"
"9480","CESM2","ssp245","r10i1p1f1",2086,"land_tas",3.84340352941172,"5.2","not very likely"
"9481","CESM2","ssp245","r10i1p1f1",2087,"global_tas",3.21235534241538,"5.2","not very likely"
"9482","CESM2","ssp245","r10i1p1f1",2087,"sst",1.62093774835294,"5.2","not very likely"
"9483","CESM2","ssp245","r10i1p1f1",2087,"land_tas",4.01320352941173,"5.2","not very likely"
"9484","CESM2","ssp245","r10i1p1f1",2088,"global_tas",3.0240993062904,"5.2","not very likely"
"9485","CESM2","ssp245","r10i1p1f1",2088,"sst",1.52393074835294,"5.2","not very likely"
"9486","CESM2","ssp245","r10i1p1f1",2088,"land_tas",3.42080352941173,"5.2","not very likely"
"9487","CESM2","ssp245","r10i1p1f1",2089,"global_tas",3.24650453260733,"5.2","not very likely"
"9488","CESM2","ssp245","r10i1p1f1",2089,"sst",1.65807174835294,"5.2","not very likely"
"9489","CESM2","ssp245","r10i1p1f1",2089,"land_tas",3.85563352941176,"5.2","not very likely"
"9490","CESM2","ssp245","r10i1p1f1",2090,"global_tas",3.24587910451413,"5.2","not very likely"
"9491","CESM2","ssp245","r10i1p1f1",2090,"sst",1.66638574835294,"5.2","not very likely"
"9492","CESM2","ssp245","r10i1p1f1",2090,"land_tas",3.88040352941175,"5.2","not very likely"
"9493","CESM2","ssp245","r10i1p1f1",2091,"global_tas",3.35032308960103,"5.2","not very likely"
"9494","CESM2","ssp245","r10i1p1f1",2091,"sst",1.69410774835294,"5.2","not very likely"
"9495","CESM2","ssp245","r10i1p1f1",2091,"land_tas",3.94053352941177,"5.2","not very likely"
"9496","CESM2","ssp245","r10i1p1f1",2092,"global_tas",3.50379400940284,"5.2","not very likely"
"9497","CESM2","ssp245","r10i1p1f1",2092,"sst",1.74746274835294,"5.2","not very likely"
"9498","CESM2","ssp245","r10i1p1f1",2092,"land_tas",4.26365352941173,"5.2","not very likely"
"9499","CESM2","ssp245","r10i1p1f1",2093,"global_tas",3.50024250384615,"5.2","not very likely"
"9500","CESM2","ssp245","r10i1p1f1",2093,"sst",1.76258774835294,"5.2","not very likely"
"9501","CESM2","ssp245","r10i1p1f1",2093,"land_tas",4.14927352941174,"5.2","not very likely"
"9502","CESM2","ssp245","r10i1p1f1",2094,"global_tas",3.44710824275535,"5.2","not very likely"
"9503","CESM2","ssp245","r10i1p1f1",2094,"sst",1.77053774835294,"5.2","not very likely"
"9504","CESM2","ssp245","r10i1p1f1",2094,"land_tas",4.02327352941177,"5.2","not very likely"
"9505","CESM2","ssp245","r10i1p1f1",2095,"global_tas",3.44192593312056,"5.2","not very likely"
"9506","CESM2","ssp245","r10i1p1f1",2095,"sst",1.78414774835294,"5.2","not very likely"
"9507","CESM2","ssp245","r10i1p1f1",2095,"land_tas",4.06858352941174,"5.2","not very likely"
"9508","CESM2","ssp245","r10i1p1f1",2096,"global_tas",3.48724596886746,"5.2","not very likely"
"9509","CESM2","ssp245","r10i1p1f1",2096,"sst",1.80025574835294,"5.2","not very likely"
"9510","CESM2","ssp245","r10i1p1f1",2096,"land_tas",4.14085352941174,"5.2","not very likely"
"9511","CESM2","ssp245","r10i1p1f1",2097,"global_tas",3.52141228486073,"5.2","not very likely"
"9512","CESM2","ssp245","r10i1p1f1",2097,"sst",1.82371374835294,"5.2","not very likely"
"9513","CESM2","ssp245","r10i1p1f1",2097,"land_tas",4.32975352941173,"5.2","not very likely"
"9514","CESM2","ssp245","r10i1p1f1",2098,"global_tas",3.22812820208929,"5.2","not very likely"
"9515","CESM2","ssp245","r10i1p1f1",2098,"sst",1.71902974835294,"5.2","not very likely"
"9516","CESM2","ssp245","r10i1p1f1",2098,"land_tas",3.77455352941172,"5.2","not very likely"
"9517","CESM2","ssp245","r10i1p1f1",2099,"global_tas",3.37451484744395,"5.2","not very likely"
"9518","CESM2","ssp245","r10i1p1f1",2099,"sst",1.78906774835294,"5.2","not very likely"
"9519","CESM2","ssp245","r10i1p1f1",2099,"land_tas",3.96934352941173,"5.2","not very likely"
"9520","CESM2","ssp245","r10i1p1f1",2100,"global_tas",3.63462529419371,"5.2","not very likely"
"9521","CESM2","ssp245","r10i1p1f1",2100,"sst",1.85354274835294,"5.2","not very likely"
"9522","CESM2","ssp245","r10i1p1f1",2100,"land_tas",4.39530352941176,"5.2","not very likely"
"9523","CESM2","ssp585","r10i1p1f1",2015,"global_tas",1.3020056658932,"5.2","not very likely"
"9524","CESM2","ssp585","r10i1p1f1",2015,"sst",0.568889248352941,"5.2","not very likely"
"9525","CESM2","ssp585","r10i1p1f1",2015,"land_tas",1.65266352941177,"5.2","not very likely"
"9526","CESM2","ssp585","r10i1p1f1",2016,"global_tas",0.941047048881956,"5.2","not very likely"
"9527","CESM2","ssp585","r10i1p1f1",2016,"sst",0.413290048352941,"5.2","not very likely"
"9528","CESM2","ssp585","r10i1p1f1",2016,"land_tas",1.00080352941177,"5.2","not very likely"
"9529","CESM2","ssp585","r10i1p1f1",2017,"global_tas",0.937036445134197,"5.2","not very likely"
"9530","CESM2","ssp585","r10i1p1f1",2017,"sst",0.403826448352941,"5.2","not very likely"
"9531","CESM2","ssp585","r10i1p1f1",2017,"land_tas",1.13237352941172,"5.2","not very likely"
"9532","CESM2","ssp585","r10i1p1f1",2018,"global_tas",1.17698817748737,"5.2","not very likely"
"9533","CESM2","ssp585","r10i1p1f1",2018,"sst",0.599148048352941,"5.2","not very likely"
"9534","CESM2","ssp585","r10i1p1f1",2018,"land_tas",1.22465352941174,"5.2","not very likely"
"9535","CESM2","ssp585","r10i1p1f1",2019,"global_tas",1.34996616211049,"5.2","not very likely"
"9536","CESM2","ssp585","r10i1p1f1",2019,"sst",0.643669048352941,"5.2","not very likely"
"9537","CESM2","ssp585","r10i1p1f1",2019,"land_tas",1.61912352941175,"5.2","not very likely"
"9538","CESM2","ssp585","r10i1p1f1",2020,"global_tas",1.24523280556787,"5.2","not very likely"
"9539","CESM2","ssp585","r10i1p1f1",2020,"sst",0.584287048352941,"5.2","not very likely"
"9540","CESM2","ssp585","r10i1p1f1",2020,"land_tas",1.45670352941175,"5.2","not very likely"
"9541","CESM2","ssp585","r10i1p1f1",2021,"global_tas",1.35584144973654,"5.2","not very likely"
"9542","CESM2","ssp585","r10i1p1f1",2021,"sst",0.623305948352941,"5.2","not very likely"
"9543","CESM2","ssp585","r10i1p1f1",2021,"land_tas",1.65940352941175,"5.2","not very likely"
"9544","CESM2","ssp585","r10i1p1f1",2022,"global_tas",1.39598628518434,"5.2","not very likely"
"9545","CESM2","ssp585","r10i1p1f1",2022,"sst",0.690040048352941,"5.2","not very likely"
"9546","CESM2","ssp585","r10i1p1f1",2022,"land_tas",1.60820352941175,"5.2","not very likely"
"9547","CESM2","ssp585","r10i1p1f1",2023,"global_tas",1.47186648030845,"5.2","not very likely"
"9548","CESM2","ssp585","r10i1p1f1",2023,"sst",0.686079648352941,"5.2","not very likely"
"9549","CESM2","ssp585","r10i1p1f1",2023,"land_tas",1.84977352941172,"5.2","not very likely"
"9550","CESM2","ssp585","r10i1p1f1",2024,"global_tas",1.36560696647746,"5.2","not very likely"
"9551","CESM2","ssp585","r10i1p1f1",2024,"sst",0.599313048352941,"5.2","not very likely"
"9552","CESM2","ssp585","r10i1p1f1",2024,"land_tas",1.69123352941176,"5.2","not very likely"
"9553","CESM2","ssp585","r10i1p1f1",2025,"global_tas",1.25903628275466,"5.2","not very likely"
"9554","CESM2","ssp585","r10i1p1f1",2025,"sst",0.618032448352941,"5.2","not very likely"
"9555","CESM2","ssp585","r10i1p1f1",2025,"land_tas",1.40696352941177,"5.2","not very likely"
"9556","CESM2","ssp585","r10i1p1f1",2026,"global_tas",1.39886358409854,"5.2","not very likely"
"9557","CESM2","ssp585","r10i1p1f1",2026,"sst",0.700127348352941,"5.2","not very likely"
"9558","CESM2","ssp585","r10i1p1f1",2026,"land_tas",1.61200352941177,"5.2","not very likely"
"9559","CESM2","ssp585","r10i1p1f1",2027,"global_tas",1.71201194292007,"5.2","not very likely"
"9560","CESM2","ssp585","r10i1p1f1",2027,"sst",0.802604548352941,"5.2","not very likely"
"9561","CESM2","ssp585","r10i1p1f1",2027,"land_tas",2.04740352941172,"5.2","not very likely"
"9562","CESM2","ssp585","r10i1p1f1",2028,"global_tas",1.78278620439812,"5.2","not very likely"
"9563","CESM2","ssp585","r10i1p1f1",2028,"sst",0.857836248352941,"5.2","not very likely"
"9564","CESM2","ssp585","r10i1p1f1",2028,"land_tas",2.17643352941172,"5.2","not very likely"
"9565","CESM2","ssp585","r10i1p1f1",2029,"global_tas",1.80466663763684,"5.2","not very likely"
"9566","CESM2","ssp585","r10i1p1f1",2029,"sst",0.808028248352941,"5.2","not very likely"
"9567","CESM2","ssp585","r10i1p1f1",2029,"land_tas",2.28154352941175,"5.2","not very likely"
"9568","CESM2","ssp585","r10i1p1f1",2030,"global_tas",1.65541383767498,"5.2","not very likely"
"9569","CESM2","ssp585","r10i1p1f1",2030,"sst",0.776035048352941,"5.2","not very likely"
"9570","CESM2","ssp585","r10i1p1f1",2030,"land_tas",2.04588352941175,"5.2","not very likely"
"9571","CESM2","ssp585","r10i1p1f1",2031,"global_tas",1.60709485436433,"5.2","not very likely"
"9572","CESM2","ssp585","r10i1p1f1",2031,"sst",0.813969848352941,"5.2","not very likely"
"9573","CESM2","ssp585","r10i1p1f1",2031,"land_tas",1.89827352941177,"5.2","not very likely"
"9574","CESM2","ssp585","r10i1p1f1",2032,"global_tas",1.88657304901551,"5.2","not very likely"
"9575","CESM2","ssp585","r10i1p1f1",2032,"sst",0.918547848352941,"5.2","not very likely"
"9576","CESM2","ssp585","r10i1p1f1",2032,"land_tas",2.39704352941175,"5.2","not very likely"
"9577","CESM2","ssp585","r10i1p1f1",2033,"global_tas",1.98385090408101,"5.2","not very likely"
"9578","CESM2","ssp585","r10i1p1f1",2033,"sst",0.969005748352941,"5.2","not very likely"
"9579","CESM2","ssp585","r10i1p1f1",2033,"land_tas",2.45207352941173,"5.2","not very likely"
"9580","CESM2","ssp585","r10i1p1f1",2034,"global_tas",2.00273683585698,"5.2","not very likely"
"9581","CESM2","ssp585","r10i1p1f1",2034,"sst",0.950366748352941,"5.2","not very likely"
"9582","CESM2","ssp585","r10i1p1f1",2034,"land_tas",2.39442352941177,"5.2","not very likely"
"9583","CESM2","ssp585","r10i1p1f1",2035,"global_tas",2.12617168806548,"5.2","not very likely"
"9584","CESM2","ssp585","r10i1p1f1",2035,"sst",0.998794748352941,"5.2","not very likely"
"9585","CESM2","ssp585","r10i1p1f1",2035,"land_tas",2.82975352941173,"5.2","not very likely"
"9586","CESM2","ssp585","r10i1p1f1",2036,"global_tas",2.03756636669578,"5.2","not very likely"
"9587","CESM2","ssp585","r10i1p1f1",2036,"sst",0.974515748352941,"5.2","not very likely"
"9588","CESM2","ssp585","r10i1p1f1",2036,"land_tas",2.50547352941174,"5.2","not very likely"
"9589","CESM2","ssp585","r10i1p1f1",2037,"global_tas",2.12811103191433,"5.2","not very likely"
"9590","CESM2","ssp585","r10i1p1f1",2037,"sst",0.968353748352941,"5.2","not very likely"
"9591","CESM2","ssp585","r10i1p1f1",2037,"land_tas",2.75257352941173,"5.2","not very likely"
"9592","CESM2","ssp585","r10i1p1f1",2038,"global_tas",2.095712632926,"5.2","not very likely"
"9593","CESM2","ssp585","r10i1p1f1",2038,"sst",0.967332748352941,"5.2","not very likely"
"9594","CESM2","ssp585","r10i1p1f1",2038,"land_tas",2.62340352941175,"5.2","not very likely"
"9595","CESM2","ssp585","r10i1p1f1",2039,"global_tas",2.14279861214385,"5.2","not very likely"
"9596","CESM2","ssp585","r10i1p1f1",2039,"sst",1.01921474835294,"5.2","not very likely"
"9597","CESM2","ssp585","r10i1p1f1",2039,"land_tas",2.64616352941175,"5.2","not very likely"
"9598","CESM2","ssp585","r10i1p1f1",2040,"global_tas",2.2125849541427,"5.2","not very likely"
"9599","CESM2","ssp585","r10i1p1f1",2040,"sst",1.05080274835294,"5.2","not very likely"
"9600","CESM2","ssp585","r10i1p1f1",2040,"land_tas",2.66722352941173,"5.2","not very likely"
"9601","CESM2","ssp585","r10i1p1f1",2041,"global_tas",2.25482223329783,"5.2","not very likely"
"9602","CESM2","ssp585","r10i1p1f1",2041,"sst",1.06258674835294,"5.2","not very likely"
"9603","CESM2","ssp585","r10i1p1f1",2041,"land_tas",2.79430352941176,"5.2","not very likely"
"9604","CESM2","ssp585","r10i1p1f1",2042,"global_tas",2.35812456022455,"5.2","not very likely"
"9605","CESM2","ssp585","r10i1p1f1",2042,"sst",1.14390574835294,"5.2","not very likely"
"9606","CESM2","ssp585","r10i1p1f1",2042,"land_tas",2.85813352941176,"5.2","not very likely"
"9607","CESM2","ssp585","r10i1p1f1",2043,"global_tas",2.44867282897258,"5.2","not very likely"
"9608","CESM2","ssp585","r10i1p1f1",2043,"sst",1.16980574835294,"5.2","not very likely"
"9609","CESM2","ssp585","r10i1p1f1",2043,"land_tas",3.19710352941172,"5.2","not very likely"
"9610","CESM2","ssp585","r10i1p1f1",2044,"global_tas",2.22670117883263,"5.2","not very likely"
"9611","CESM2","ssp585","r10i1p1f1",2044,"sst",1.05553174835294,"5.2","not very likely"
"9612","CESM2","ssp585","r10i1p1f1",2044,"land_tas",2.78404352941175,"5.2","not very likely"
"9613","CESM2","ssp585","r10i1p1f1",2045,"global_tas",2.26065785090123,"5.2","not very likely"
"9614","CESM2","ssp585","r10i1p1f1",2045,"sst",1.10522574835294,"5.2","not very likely"
"9615","CESM2","ssp585","r10i1p1f1",2045,"land_tas",2.65190352941175,"5.2","not very likely"
"9616","CESM2","ssp585","r10i1p1f1",2046,"global_tas",2.5739672019202,"5.2","not very likely"
"9617","CESM2","ssp585","r10i1p1f1",2046,"sst",1.28276874835294,"5.2","not very likely"
"9618","CESM2","ssp585","r10i1p1f1",2046,"land_tas",3.11976352941173,"5.2","not very likely"
"9619","CESM2","ssp585","r10i1p1f1",2047,"global_tas",2.68969386214599,"5.2","not very likely"
"9620","CESM2","ssp585","r10i1p1f1",2047,"sst",1.33714274835294,"5.2","not very likely"
"9621","CESM2","ssp585","r10i1p1f1",2047,"land_tas",3.26090352941173,"5.2","not very likely"
"9622","CESM2","ssp585","r10i1p1f1",2048,"global_tas",2.72739414990724,"5.2","not very likely"
"9623","CESM2","ssp585","r10i1p1f1",2048,"sst",1.31808274835294,"5.2","not very likely"
"9624","CESM2","ssp585","r10i1p1f1",2048,"land_tas",3.37648352941176,"5.2","not very likely"
"9625","CESM2","ssp585","r10i1p1f1",2049,"global_tas",2.87234152584819,"5.2","not very likely"
"9626","CESM2","ssp585","r10i1p1f1",2049,"sst",1.40196174835294,"5.2","not very likely"
"9627","CESM2","ssp585","r10i1p1f1",2049,"land_tas",3.54008352941173,"5.2","not very likely"
"9628","CESM2","ssp585","r10i1p1f1",2050,"global_tas",2.96367901627491,"5.2","not very likely"
"9629","CESM2","ssp585","r10i1p1f1",2050,"sst",1.42189474835294,"5.2","not very likely"
"9630","CESM2","ssp585","r10i1p1f1",2050,"land_tas",3.83244352941176,"5.2","not very likely"
"9631","CESM2","ssp585","r10i1p1f1",2051,"global_tas",2.8485747048918,"5.2","not very likely"
"9632","CESM2","ssp585","r10i1p1f1",2051,"sst",1.37446574835294,"5.2","not very likely"
"9633","CESM2","ssp585","r10i1p1f1",2051,"land_tas",3.65090352941172,"5.2","not very likely"
"9634","CESM2","ssp585","r10i1p1f1",2052,"global_tas",2.89493932317714,"5.2","not very likely"
"9635","CESM2","ssp585","r10i1p1f1",2052,"sst",1.42888174835294,"5.2","not very likely"
"9636","CESM2","ssp585","r10i1p1f1",2052,"land_tas",3.57600352941176,"5.2","not very likely"
"9637","CESM2","ssp585","r10i1p1f1",2053,"global_tas",2.88739853747012,"5.2","not very likely"
"9638","CESM2","ssp585","r10i1p1f1",2053,"sst",1.43454974835294,"5.2","not very likely"
"9639","CESM2","ssp585","r10i1p1f1",2053,"land_tas",3.52726352941175,"5.2","not very likely"
"9640","CESM2","ssp585","r10i1p1f1",2054,"global_tas",2.88126836189247,"5.2","not very likely"
"9641","CESM2","ssp585","r10i1p1f1",2054,"sst",1.44852874835294,"5.2","not very likely"
"9642","CESM2","ssp585","r10i1p1f1",2054,"land_tas",3.53520352941172,"5.2","not very likely"
"9643","CESM2","ssp585","r10i1p1f1",2055,"global_tas",3.05407002699371,"5.2","not very likely"
"9644","CESM2","ssp585","r10i1p1f1",2055,"sst",1.52916174835294,"5.2","not very likely"
"9645","CESM2","ssp585","r10i1p1f1",2055,"land_tas",3.77104352941171,"5.2","not very likely"
"9646","CESM2","ssp585","r10i1p1f1",2056,"global_tas",3.15772655103387,"5.2","not very likely"
"9647","CESM2","ssp585","r10i1p1f1",2056,"sst",1.51044674835294,"5.2","not very likely"
"9648","CESM2","ssp585","r10i1p1f1",2056,"land_tas",3.98760352941173,"5.2","not very likely"
"9649","CESM2","ssp585","r10i1p1f1",2057,"global_tas",3.08841063827424,"5.2","not very likely"
"9650","CESM2","ssp585","r10i1p1f1",2057,"sst",1.50503974835294,"5.2","not very likely"
"9651","CESM2","ssp585","r10i1p1f1",2057,"land_tas",3.88470352941175,"5.2","not very likely"
"9652","CESM2","ssp585","r10i1p1f1",2058,"global_tas",3.32764296072116,"5.2","not very likely"
"9653","CESM2","ssp585","r10i1p1f1",2058,"sst",1.65029074835294,"5.2","not very likely"
"9654","CESM2","ssp585","r10i1p1f1",2058,"land_tas",4.22316352941175,"5.2","not very likely"
